	0	1	2	3	4
0		0.3804617932217266	0.8054457948902116	0.9821699258935404	0.9999999999999998
1		0.43146857584289305	0.6853219187395965	0.9094270085602467	0.9999999999999996
2		0.5260756634388862	0.799085753693307	0.9408298061753312	1.0
3		0.31519912154951024	0.6175690899600528	0.9082093809529497	1.0
4		0.16680997603013023	0.7489637286076184	0.914885033501352	0.9999999999999996
5		0.3939693501122923	0.712934982262484	0.9998574708750291	1.0
6		0.4221223724610149	0.786944164574547	0.9945929531310097	1.0
7		0.4200164459956637	0.6631201510995293	0.9869660375518685	0.9999999999999998
8		0.6084516550278961	0.7529267250515915	0.8470579078155656	0.9999999999999993
9		0.29521096785415313	0.7560201808623246	0.9780365199376109	0.9999999999999996
10		0.46692615414312993	0.72767270468703	0.9988504259872647	1.0
11		0.6697605616290091	0.8265407680240379	0.9895791461117467	1.0
12		0.22877763112647803	0.606461738104619	0.8920040539359906	1.0
13		0.4321112935796151	0.7305573482309112	0.9604444248922888	0.9999999999999996
14		0.23713741197875493	0.49916621120027294	0.8271188943459089	1.0
15		0.22446491405581168	0.5080198641576267	0.9999325297123147	1.0
16		0.5091946497013737	0.7520835942001304	0.9863389510912658	1.0
17		0.22361098301619434	0.6328250590846837	0.9910915802209815	1.0
18		0.3351743575327127	0.8754251677919453	0.9704058882092799	1.0
19		0.5638285225931623	0.7081569254583704	0.9961805867806598	1.0
20		0.2888131814351122	0.7318411876044616	0.9937096717174805	0.9999999999999998
21		0.4381457851093701	0.6512487379805783	0.9981378148232395	0.9999999999999996
22		0.5898096411936006	0.6646516586092024	0.9874201110701972	1.0
23		0.3935919099140022	0.7544339292574959	0.9625295795576148	1.0
24		0.2530648539540409	0.48603714990470637	0.9518034730813801	0.9999999999999998
25		0.16815280957582587	0.7390630459247391	0.9361712994975847	0.9999999999999996
26		0.278003086540759	0.5425719793473955	0.8625456268422371	1.0
27		0.5709029348983395	0.8490530224520355	0.9998065762065459	1.0
28		0.3440525158236955	0.5124817452957081	0.9985853331415631	1.0
29		0.4166688653383604	0.7527329878512387	0.9992609834668337	1.0
30		0.4645994638434506	0.735577472059067	0.9369835872758234	1.0
31		0.5890171688711994	0.8763501281518437	0.992489301877775	1.0
32		0.2389654289209525	0.6941241001953063	0.8254043185193567	1.0
33		0.5049603265736904	0.7096215819491691	0.9371245893184624	0.9999999999999996
34		0.6405790130375127	0.7706164406774512	0.9812279587522322	1.0
35		0.33684927625636985	0.6227252847832825	0.7392594337392511	1.0
36		0.15725091895639234	0.8718701622548778	0.9993831945872109	1.0
37		0.6198941713882646	0.8454780203858125	0.9975693225421226	1.0
38		0.26972762695499886	0.6934926257452924	0.9972646923909125	1.0
39		0.2283300293985428	0.5505742306910104	0.9759374411066244	1.0
40		0.31542404271742297	0.6480623865276532	0.9998282209619684	1.0
41		0.3443699645824338	0.5727266861385379	0.9077633746771956	0.9999999999999996
42		0.3130166243224137	0.7924686239037336	0.8635873760168331	1.0
43		0.3471296155686958	0.7008026544276696	0.9998675342776351	1.0
44		0.23717159110674244	0.3828333498422122	0.949079689693846	1.0
45		0.4673422509135778	0.7210372664636007	0.9682258429010381	1.0
46		0.5545625988865791	0.7918274364396582	0.9848651593632685	0.9999999999999998
47		0.29397443148747165	0.8189174442823675	0.9693922251511955	0.9999999999999996
48		0.2819713873896979	0.44971742353885547	0.9416913652061623	1.0
49		0.5977772234872221	0.8987765652301162	0.9767176657074302	1.0
50		0.5496885953208751	0.8075859116922018	0.9563630998224993	0.9999999999999996
51		0.44840679833034164	0.7742005174231592	0.9794567822568053	0.9999999999999996
52		0.2190260995988813	0.6540495923015371	0.9511195476538363	1.0
53		0.3636229991875468	0.8149353189785984	0.9687270251928467	1.0
54		0.23003507584063457	0.6850333063796568	0.9773702386491374	0.9999999999999996
55		0.4305449663966348	0.704290964385144	0.9952922957916037	1.0
56		0.4233885633111546	0.5773788153452334	0.9301070520457817	1.0
57		0.3580205913573332	0.5679942351855725	0.8414277671992074	1.0
58		0.4368275909477679	0.6618620026635931	0.9390675507218286	1.0
59		0.2555927021072403	0.5224606315463283	0.991753791202719	1.0
60		0.4508627561483131	0.6393923846464911	0.933422473284634	1.0
61		0.48256275255816533	0.720787927393336	0.9168437358799933	1.0
62		0.6317025522821398	0.8530690595076796	0.987121175544967	1.0
63		0.48010774454589006	0.6210931845099927	0.9338326266455341	1.0
64		0.38629775015021933	0.7437383625995014	0.9999909124447203	1.0
65		0.5636979824916221	0.7426320067906819	0.9779545653904	1.0
66		0.4553633992033921	0.6082995847377007	0.8328204359401659	1.0
67		0.4992256403658442	0.6740911440227383	0.8070900443209934	0.9999999999999998
68		0.0782624543249864	0.4994290437081663	0.734838485927014	1.0
69		0.5458957131569783	0.8165043748671151	0.9980250682668401	1.0
70		0.42705257949159536	0.6879822204892069	0.9740167058480195	1.0
71		0.4585264236472728	0.8291398535827657	0.9945782320498441	1.0
72		0.30540027704623407	0.7606940769232122	0.902104232723918	0.9999999999999996
73		0.323969510838057	0.7024131317831473	0.9896756238302601	1.0
74		0.4344585778491673	0.7126058071974437	0.9061644840866231	1.0
75		0.5324303764945388	0.9772588731850712	0.9937733943174376	0.9999999999999998
76		0.6615505113206176	0.8899717036581059	0.9440033899804291	0.9999999999999996
77		0.40352704170539144	0.6677457414582482	0.9534078574080913	1.0
78		0.7292307893931933	0.9248689162589315	0.9997797850641313	0.9999999999999996
79		0.17301773839298987	0.7367703905159088	0.9775742128598053	1.0
80		0.44994484120420464	0.6007419475609193	0.8413166217238844	1.0
81		0.49025903986147584	0.8796898097469683	0.9817507869641148	0.9999999999999996
82		0.40752334683772234	0.6960029553426929	0.8733460451666609	1.0
83		0.36953576138085636	0.7891221217424081	0.9833627888666376	0.9999999999999998
84		0.36748604908002525	0.6691713557178953	0.9961792049982033	1.0
85		0.4528529688725341	0.7943631206210114	0.9941286902203063	1.0
86		0.7070253246460009	0.8563333817887613	0.9988485979160244	1.0
87		0.47365835377759463	0.6865511682145095	0.9888406890755553	1.0
88		0.5124094237654196	0.8006145751523855	0.9758942144460048	0.9999999999999996
89		0.5740668446201901	0.802695247176887	0.9799839757214331	1.0
90		0.6291954624249478	0.7656711738196379	0.9472078307011157	1.0
91		0.1804446244756085	0.6015242965052853	0.8780566709871153	1.0
92		0.4004733434783972	0.7220081458534723	0.9402215719044029	1.0
93		0.40842068401190035	0.7475458732092652	0.9049091700389125	1.0
94		0.4628493369797398	0.7602107916595164	0.9142120306873456	0.9999999999999998
95		0.2443967140339736	0.5043942182215901	0.8044018119010823	1.0
96		0.4371068570884444	0.716549770269842	0.983008628269902	0.9999999999999996
97		0.5603615454768758	0.6589276820530234	0.9706913640796343	1.0
98		0.5293502339215275	0.7484524568614896	0.9796085299193795	0.9999999999999998
99		0.43812055841456904	0.7605589926757542	0.9554750315502711	1.0
100		0.4781622643312393	0.5629763872572562	0.9421164555927984	0.9999999999999996
101		0.369509203885155	0.550269183615213	0.7527676507231624	0.9999999999999996
102		0.4658965120684748	0.8433673098961019	0.9311974425289852	0.9999999999999998
103		0.4611914851015348	0.8044823602691793	0.9828278560104732	1.0
104		0.17912038821770668	0.5683892285050904	0.9985874209275125	1.0
105		0.48311459059423306	0.734058687424805	0.8601211459055603	1.0
106		0.556734342792008	0.6491465352482714	0.9067710424051921	1.0
107		0.42207956695842475	0.7491729225742717	0.9938933145715619	1.0
108		0.6411235219327672	0.8909081271324341	0.9995183561736816	1.0
109		0.38759412865362747	0.6179501933337345	0.8782429745707412	0.9999999999999998
